Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Source Profile URL / 来源主页
aidramalabs_pulse0,Shape of Desire,Shape of Desire,66,ID 7654250859005613063,Frost Blooms for Her,霜花为她绽放,2026-06-23 00:05:25,28,1474722,2290,38.2,是 / Yes,Revealed Crush、Romantic Complications、Royal Palace,揭露暗恋、浪漫并发症、皇宫,She cries roses. He breathes winter. One kiss blooms a city and erases one of them forever. Will they dare to fall?,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,67,ID 7650349531007276040,Handcuffed Hearts,戴上手铐的心,2026-06-12 11:49:11,32,895310,2503,41.7,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,Handcuffed Hearts,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,68,ID 7650349041699935240,Can a mortal win the bone queen,凡人能赢得白骨女王吗,2026-06-12 11:47:17,30,3820369,3110,51.8,是 / Yes,dark romance、Fantasy、Romantic Complications,黑暗浪漫、奇幻、浪漫并发症,Can a mortal win the bone queen,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,69,ID 7652147573314262034,My Husband's Mistress's Son is Obsessed with Me,老公情妇的儿子对我着迷,2026-06-17 08:03:31,50,785952,4165,69.4,是 / Yes,Revenge、Family Feud、dark romance,复仇、家庭恩怨、黑暗浪漫,My Husband's Mistress's Son is Obsessed with Me,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,70,ID 7653029301683622920,Bride of the Dead,死者的新娘,2026-06-19 17:05:40,33,856214,2700,45.0,是 / Yes,Family Disputes、Family Feud,家庭纠纷、家庭恩怨,Bride of the Dead,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,71,ID 7650348122702500871,The Goddess Who Fell For A Mortal,爱上凡人的女神,2026-06-12 11:52:12,29,3774545,2608,43.5,是 / Yes,Fantasy、Mistaken Identities、Romantic Complications,奇幻、错误的身份、浪漫并发症,"A moon goddess sneaks down to earth for one mortal's song, only to learn Olympus sent her to destroy the city he lives in.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,72,ID 7653786465352553479,Mafia Heiress,黑手党女继承人,2026-06-21 18:03:19,31,1616516,2244,37.4,是 / Yes,Contract Lovers、Family Disputes、Family Feud,合约爱好者、家庭纠纷、家庭恩怨,"Elena escapes mafia control, fights enemies and gains true love with Dante.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,73,ID 7653693831652627474,"Five Brothers, One Vow",五兄弟一誓,2026-06-21 12:03:40,37,782796,3035,50.6,是 / Yes,Family Disputes、Family Feud、Love Triangle,家庭纠纷、家庭恩怨、三角恋,"Five Brothers, One Vow",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,74,ID 7653462004560417800,Contract with the Lycan Emperor,与狼人皇帝的契约,2026-06-20 21:05:45,30,1090475,2756,45.9,是 / Yes,Werewolf、Forced Love、dark romance,狼人、强迫的爱、黑暗浪漫,Contract with the Lycan Emperor,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,75,ID 7653493274531009543,"Two Princes, One Crown, One Cinderella",两个王子，一顶王冠，一个灰姑娘,2026-06-20 23:05:25,34,876975,2556,42.6,是 / Yes,Family Feud、Love Triangle、Romantic Complications,家庭恩怨、三角恋、浪漫并发症,"Two Princes, One Crown, One Cinderella",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,76,ID 7653786554829296648,The Man Who Kept Me,留住我的男人,2026-06-21 18:03:29,33,2309417,3582,59.7,是 / Yes,dark romance、Forced Love、Family Feud,黑暗浪漫、强迫的爱、家庭恩怨,The Man Who Kept Me,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,77,ID 7652951971762213906,Stitched Back from Ashes,从灰烬中缝合回来,2026-06-19 12:04:58,30,12101213,2005,33.4,是 / Yes,Revenge、City、Contract Lovers,复仇、城市、合约爱好者,Stitched Back from Ashes,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,78,ID 7652936800394155015,The False Luna Bride,虚假的露娜新娘,2026-06-19 11:08:09,50,1629108,4810,80.2,是 / Yes,Mistaken Identities、Married Life、Family Feud,错误的身份、婚姻生活、家庭恩怨,The False Luna Bride,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,79,ID 7654250756618621959,The King's Regret: Rise of the Thorns,国王的遗憾：荆棘崛起,2026-06-23 00:04:57,40,773520,2820,47.0,是 / Yes,Reconciliation、Romantic Complications、Family Feud,和解、浪漫并发症、家庭恩怨,The King's Regret: Rise of the Thorns,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,80,ID 7653725418834662408,The Exiled Alpha's Twin Secrets,被放逐的阿尔法的双胞胎秘密,2026-06-21 14:06:08,26,2491490,1709,28.5,是 / Yes,Romantic Complications、Werewolf、Contract Lovers,浪漫并发症、狼人、合约爱好者,The Exiled Alpha's Twin Secrets,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,81,ID 7650348987253543944,Married to the Man Who Bought Me,嫁给买下我的男人,2026-06-12 11:46:44,41,30667743,2731,45.5,是 / Yes,Family & Ethics、Family Feud、Contract Lovers,家庭与道德、家庭恩怨、合约爱好者,Married to the Man Who Bought Me,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,82,ID 7652193937855468551,Seducing My Ex's Celibate Uncle,引诱我前任的独身叔叔,2026-06-17 11:03:38,50,19489100,3805,63.4,是 / Yes,Age Gap/Older Boyfriend、Family Feud、Revenge,年龄差距/年长的男朋友、家庭恩怨、复仇,Seducing My Ex's Celibate Uncle,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,83,ID 7652843390912369671,My Husband Claimed I Was Barren,我丈夫声称我不能生育,2026-06-19 05:04:16,30,380423,1695,28.2,是 / Yes,Mother- & Daughter-in-Law、Family & Ethics、Family Feud,婆婆和儿媳妇、家庭与道德、家庭恩怨,My Husband Claimed I Was Barren,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,84,ID 7653493484095640594,The Ghost BFF’s Revenge: Outsmarting My Billionaire Ex,幽灵好友的复仇：智胜我的亿万富翁前任,2026-06-20 23:05:21,40,1060338,2239,37.3,是 / Yes,Married Life、Fantasy,婚姻生活、奇幻,The Ghost BFF’s Revenge: Outsmarting My Billionaire Ex,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,85,ID 7643082029575476241,My Racer Mechanic Boyfriend Full Drama,我的赛车机械师男友完整剧情,2026-06-15 11:18:13,70,9844444,3962,66.0,是 / Yes,Action、City,行动、城市,My Racer Mechanic Boyfriend,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,86,ID 7650349719411250184,The Billionaire Mother-in-Law,亿万富翁婆婆,2026-06-12 11:48:22,34,38034484,2648,44.1,是 / Yes,Mother- & Daughter-in-Law、Family Feud、Married Life,婆婆和儿媳妇、家庭恩怨、婚姻生活,The Billionaire Mother-in-Law,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,87,ID 7653508766000616466,Ice Breaker,破冰活动,2026-06-21 00:05:28,40,818458,2753,45.9,是 / Yes,Romantic Complications、City,浪漫并发症、城市,Ice Breaker,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,88,ID 7653647414452491272,"Daddy, You Lost Your Little Princess",爸爸，你失去了你的小公主,2026-06-21 09:11:13,50,83686308,3882,64.7,是 / Yes,Challenge/Quests in Game、Lost Child、Family & Ethics,游戏中的挑战/任务、丢失的孩子、家庭与道德,"Daddy, You Lost Your Little Princess",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,89,ID 7652132068822127634,My Husband's Mistress's Son is Obsessed with Me,老公情妇的儿子对我着迷,2026-06-17 07:03:17,50,2974562,4165,69.4,是 / Yes,Family & Ethics、Family Feud、Revealed Crush,家庭与道德、家庭恩怨、揭露暗恋,My Husband's Mistress's Son is Obsessed with Me,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,90,ID 7654250579635508231,The Moonlit Glasshouse,月光温室,2026-06-23 00:04:12,30,1861121,2303,38.4,是 / Yes,Fantasy、Reconciliation、Romantic Complications,奇幻、和解、浪漫并发症,"A London botanist inherits a glasshouse where a silver-haired guardian blooms from a flower at midnight — he lives only in moonlight, and every petal she grows is a heartbeat she can't take back.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,91,ID 7653755513842488327,Error 404: Love Not Found — Until You,错误404：未找到爱——直到你,2026-06-21 16:03:02,40,520737,2638,44.0,是 / Yes,Fantasy、Reconciliation、Mystery,奇幻、和解、神秘,Error 404: Love Not Found — Until You,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,92,ID 7653755625713128466,The One I Loved Was Never You,我爱过的人从来都不是你,2026-06-21 16:03:23,36,2141976,2458,41.0,是 / Yes,Contract Lovers、Married Life、Family Feud,合约爱好者、婚姻生活、家庭恩怨,The One I Loved Was Never You,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,93,ID 7653523850294154247,He Traded My Love for Her Life,他用我的爱换了她的生命,2026-06-21 01:03:57,30,766806,1738,29.0,是 / Yes,Family Feud、Contract Lovers、Romantic Complications,家庭恩怨、合约爱好者、浪漫并发症,He Traded My Love for Her Life,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,94,ID 7653725469002503175,The Masked Duke's Pampered Wife,蒙面公爵的宠妻,2026-06-21 14:06:30,36,482596,2131,35.5,是 / Yes,Redemption、Romantic Complications、Family Feud,赎回、浪漫并发症、家庭恩怨,The Masked Duke's Pampered Wife,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,95,ID 7653509431358985224,THE LIGHT WE KEEP,我们保留的光,2026-06-21 00:09:45,40,1354240,4513,75.2,是 / Yes,Contract Lovers、Family Feud、Romantic Complications,合约爱好者、家庭恩怨、浪漫并发症,THE LIGHT WE KEEP,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,96,ID 7652998076755547144,The Hospital Report That Exposed My Son’s Fiancée,医院报告揭露了我儿子的未婚妻,2026-06-19 15:03:56,60,5756075,4325,72.1,是 / Yes,Mother- & Daughter-in-Law、Revenge、Family Feud,婆婆和儿媳妇、复仇、家庭恩怨,"Insulted and beaten by her son’s wicked fiancée, a humble retired doctor unleashes her true identity: a billionaire fashion empress. Forged pregnancies and fatal conspiracies fuel the ultimate high-society payback you can't miss!",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,97,ID 7652951952430486535,Lucky & Unlucky Swap,幸运与不幸互换,2026-06-19 12:04:50,35,1014271,2320,38.7,是 / Yes,Fantasy、Sismance、Mystery,奇幻、西斯芒斯、神秘,Lucky & Unlucky Swap,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,98,ID 7652240478259368968,Eles Não Sabiam Que Eu Era Bilionária,,2026-06-17 14:09:21,59,13553642,6652,110.9,是 / Yes,Mistaken Identities、Family Feud、Family & Ethics,错误的身份、家庭恩怨、家庭与道德,Eles Não Sabiam Que Eu Era Bilionária,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,99,ID 7652034046138012679,My Husband Lost His Memory and Fell for Me Again,我的丈夫失去了记忆，又爱上了我,2026-06-17 06:30:32,30,868942,1699,28.3,是 / Yes,Reconciliation、Romantic Complications、Family Feud,和解、浪漫并发症、家庭恩怨,My Husband Lost His Memory and Fell for Me Again,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,100,ID 7653425608131007495,He Turns Into A Cat At Midnight,他在午夜变成了一只猫,2026-06-20 19:04:32,30,816686,2287,38.1,是 / Yes,Contract Lovers、Fantasy、Romantic Complications,合约爱好者、奇幻、浪漫并发症,"She kissed a stray black cat on a rainy night, and at midnight he stood in her living room, shirtless, whispering that every kiss she gave him bought one more hour of being human before the curse pulled him back.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,101,ID 7645808198599037968,The Scholarship Girl Owns the Ivy League,奖学金女孩拥有常春藤盟校,2026-06-01 11:44:23,30,3858332,1954,32.6,是 / Yes,Revenge、Family Feud、Superior and Inferior,复仇、家庭恩怨、强弱逆袭,The Scholarship Girl Owns the Ivy League,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,102,ID 7645772399090127880,The Rogue Alpha's Loyal Dog,盗贼阿尔法的忠诚狗,2026-06-05 12:50:05,30,840639,1125,18.8,是 / Yes,Challenge/Quests in Game、Love Triangle、Romantic Complications,游戏中的挑战/任务、三角恋、浪漫并发症,The Rogue Alpha's Loyal Dog,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,103,ID 7645880525483381768,Lethal Wellness,致命的健康,2026-06-01 11:59:37,30,568276,1791,29.9,是 / Yes,Crime、City、Superior and Inferior,犯罪、城市、强弱逆袭,Lethal Wellness,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,104,ID 7650347051070362631,The Eden Ark: Bow to the Botanist,伊甸方舟：向植物学家鞠躬,2026-06-12 11:37:46,50,382858,3636,60.6,是 / Yes,Revenge、Challenge/Quests in Game、Superior and Inferior,复仇、游戏中的挑战/任务、强弱逆袭,The Eden Ark: Bow to the Botanist,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,105,ID 7645849609280951312,The Bride He Hated to Love,他讨厌爱的新娘,2026-06-01 11:48:23,20,3420684,1203,20.1,是 / Yes,City、Contract Lovers、Revenge,城市、合约爱好者、复仇,"She married the most powerful man in the city to save her father's life — never knowing her husband has spent ten years planning to destroy the very man she's trying to protect, and the love he can't stop feeling is the one weapon that could ruin everything.",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,106,ID 7643088647142626321,Oops! I Tipped The Underworld Boss,哎呀！我向黑社会老大透露了消息,2026-06-01 01:09:08,40,71536645,2530,42.2,是 / Yes,City、Contract Lovers、Revenge,城市、合约爱好者、复仇,Oops! I Tipped The Underworld Boss,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,107,ID 7649219292298482695,Gacha Queen：My Ex-Husband's Ruin,扭蛋女王：前夫的毁灭,2026-06-10 23:59:24,25,789485,2103,35.0,是 / Yes,Mistaken Identities、Family Feud、Revenge,错误的身份、家庭恩怨、复仇,Gacha Queen：My Ex-Husband's Ruin,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,108,ID 7645818393471505428,The Senator's Pawn,参议员的棋子,2026-06-01 08:58:00,50,17847828,2998,50.0,是 / Yes,Contract Lovers、Business Competition、Family Feud,合约爱好者、商业竞赛、家庭恩怨,The Senator's Pawn,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,109,ID 7650347970679821320,Fatal Stolen Love,致命的被盗的爱情,2026-06-12 11:40:52,30,864756,1710,28.5,是 / Yes,Mistaken Identities、Married Life、Family Feud,错误的身份、婚姻生活、家庭恩怨,Fatal Stolen Love,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,110,ID 7645864968100860949,Mistaken for My Sister on His Ice,被误认为是我在冰上的妹妹,2026-06-01 15:46:46,36,10587035,2421,40.4,是 / Yes,Love Triangle、Family Feud、Revenge,三角恋、家庭恩怨、复仇,Mistaken for My Sister on His Ice,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,111,ID 7650347680694326290,"He Made Me a Football Widow, I Stole His Idol",他让我成为足球寡妇，我偷了他的偶像,2026-06-12 11:38:54,34,326146,2103,35.0,是 / Yes,City、Family & Ethics,城市、家庭与道德,"He Made Me a Football Widow, I Stole His Idol",,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,112,ID 7650347718367433735,Chained by the Gods：The Pharaoh and the Beast,众神锁链：法老与野兽,2026-06-12 11:40:12,30,24964305,3065,51.1,是 / Yes,Reconciliation、Romantic Complications、Royal Palace,和解、浪漫并发症、皇宫,Chained by the Gods：The Pharaoh and the Beast,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,113,ID 7647771787027764244,The Exiled Prince and the Intruder,流亡王子与入侵者,2026-06-07 13:00:13,60,774436,4298,71.6,是 / Yes,Royal Palace、Enemies to Lovers、Political Intrigue,皇宫、从敌人到恋人、政治阴谋,The Exiled Prince and the Intruder,,否 / No,https://www.tiktok.com/@aidramalabs_pulse0
